condition,wandb_id,wandb_name,created_at,state
delayed_mlp,0jiprpx9,ReacherHard_DelayedMLP_delay0_eff0-job46971961,2026-09-20T03:59:51Z,finished
delayed_mlp,1jcl03u8,ReacherHard_DelayedMLP_delay12_eff12-job46862176,2026-09-17T16:45:00Z,finished
delayed_mlp,2hx492w1,ReacherHard_DelayedMLP_delay12_eff12-job46972033,2026-09-20T03:59:50Z,finished
delayed_mlp,32b668eb,ReacherHard_DelayedMLP_delay10_eff10-job46972012,2026-09-20T03:59:50Z,finished
delayed_mlp,3o4k225w,ReacherHard_DelayedMLP_delay2_eff2-job46971979,2026-09-20T03:59:51Z,finished
delayed_mlp,4q031yv7,ReacherHard_DelayedMLP_delay5_eff5-job46972001,2026-09-20T03:59:50Z,finished
delayed_mlp,64uhdde4,ReacherHard_DelayedMLP_delay15_eff15-job46862181,2026-09-17T15:34:48Z,finished
delayed_mlp,84wndhf2,ReacherHard_DelayedMLP_delay10_eff10-job46862153,2026-09-17T15:26:03Z,finished
delayed_mlp,88ednhd4,ReacherHard_DelayedMLP_delay15_eff15-job46972045,2026-09-20T03:59:50Z,finished
delayed_mlp,arnshycb,ReacherHard_DelayedMLP_delay7_eff7-job46857667,2026-09-17T14:11:02Z,finished
delayed_mlp,cwlddpw2,ReacherHard_DelayedMLP_delay12_eff12-job46857684,2026-09-17T14:11:02Z,finished
delayed_mlp,dyfuh7fu,ReacherHard_DelayedMLP_delay7_eff7-job46972004,2026-09-20T03:59:50Z,finished
delayed_mlp,elttam67,ReacherHard_DelayedMLP_delay10_eff10-job46857657,2026-09-17T14:09:55Z,finished
delayed_mlp,gkiw6gsm,ReacherHard_DelayedMLP_delay20_eff20-job46972068,2026-09-20T03:59:50Z,finished
delayed_mlp,haa2liwa,ReacherHard_DelayedMLP_delay5_eff5-job46857649,2026-09-17T14:11:02Z,finished
delayed_mlp,icn8rgcb,ReacherHard_DelayedMLP_delay7_eff7-job46862140,2026-09-17T15:26:03Z,finished
delayed_mlp,io3b1jjm,ReacherHard_DelayedMLP_delay2_eff2-job46862134,2026-09-17T15:16:47Z,finished
delayed_mlp,kb3n3vp3,ReacherHard_DelayedMLP_delay0_eff0-job46857640,2026-09-17T14:09:14Z,finished
delayed_mlp,kgo6f75i,ReacherHard_DelayedMLP_delay25_eff25-job46857713,2026-09-17T14:12:28Z,finished
delayed_mlp,l0zrsfg1,ReacherHard_DelayedMLP_delay15_eff15-job46857701,2026-09-17T14:11:02Z,finished
delayed_mlp,mbpy4dk5,ReacherHard_DelayedMLP_delay0_eff0-job46862104,2026-09-17T15:01:42Z,finished
delayed_mlp,qp8xwcxx,ReacherHard_DelayedMLP_delay25_eff25-job46972071,2026-09-20T03:59:50Z,finished
delayed_mlp,s6lj3phn,ReacherHard_DelayedMLP_delay5_eff5-job46862135,2026-09-17T15:25:52Z,finished
delayed_mlp,solwgrkc,ReacherHard_DelayedMLP_delay20_eff20-job46862217,2026-09-17T16:42:53Z,finished
delayed_mlp,t0ges0so,ReacherHard_DelayedMLP_delay25_eff25-job46862228,2026-09-17T16:43:17Z,finished
delayed_mlp,xzpvqnv3,ReacherHard_DelayedMLP_delay20_eff20-job46857708,2026-09-17T14:12:03Z,finished
delayed_mlp,zo8ai8x7,ReacherHard_DelayedMLP_delay2_eff2-job46857643,2026-09-17T14:11:01Z,finished
flat_forward_model,44xrdmrc,ReacherHard_FlatForwardModel_delay10_eff10-job46972243,2026-09-20T09:25:21Z,finished
flat_forward_model,5cmv9lfi,ReacherHard_FlatForwardModel_delay7_eff7-job46972225,2026-09-20T09:25:21Z,finished
flat_forward_model,6vbxipkk,ReacherHard_FlatForwardModel_delay20_eff20-job46972269,2026-09-20T09:25:21Z,finished
flat_forward_model,6wctl1fo,ReacherHard_FlatForwardModel_delay5_eff5-job46972205,2026-09-20T08:13:27Z,finished
flat_forward_model,7f5l8q3w,ReacherHard_FlatForwardModel_delay15_eff15-job46972266,2026-09-20T09:25:21Z,finished
flat_forward_model,asf6fud3,ReacherHard_FlatForwardModel_delay2_eff2-job46972195,2026-09-20T08:13:27Z,finished
flat_forward_model,d5upt49r,ReacherHard_FlatForwardModel_delay0_eff0-job46972159,2026-09-20T03:59:50Z,finished
flat_forward_model,qki0d7w4,ReacherHard_FlatForwardModel_delay12_eff12-job46972255,2026-09-20T09:25:21Z,finished
flat_forward_model,skr0azs7,ReacherHard_FlatForwardModel_delay8_eff8-job46972234,2026-09-20T09:25:21Z,finished
flat_forward_model,ywylld7j,ReacherHard_FlatForwardModel_delay25_eff25-job46972271,2026-09-20T09:25:21Z,finished
